dataset,item,difficulty,SE
difNLR_msatb,X12,-2.548861888,0.108222659
difNLR_msatb,X13,-1.772914067,0.085164067
difNLR_msatb,X14,-1.017611925,0.072138287
difNLR_msatb,X15,0.394444051,0.064494177
difNLR_msatb,X16,-0.483254514,0.067033568
difNLR_msatb,X17,0.711206882,0.065211526
difNLR_msatb,X18,0.077770469,0.064633073
difNLR_msatb,X19,0.046619637,0.064693156
difNLR_msatb,X20,-0.719297347,0.068923475
EEN_Lacey_2024_Children,X1,2.991903369,0.085454893
EEN_Lacey_2024_Children,X2,-0.002606977,0.047844927
EEN_Lacey_2024_Children,X3,-0.828252841,0.046455494
EEN_Lacey_2024_Children,X4,-1.456249539,0.047664197
EEN_Lacey_2024_Children,X5,2.370490364,0.072415005
EEN_Lacey_2024_Children,X6,-0.59521002,0.046504417
EEN_Lacey_2024_Children,X7,-4.562600679,0.086998137
EEN_Lacey_2024_Children,X8,2.082526322,0.067504931
FACIT_YOUNT_2021_clinic10,X1,-1.531244378,0.093899978
FACIT_YOUNT_2021_clinic10,X2,-0.652843472,0.100456776
FACIT_YOUNT_2021_clinic10,X3,-1.696351329,0.093564827
FACIT_YOUNT_2021_clinic10,X4,-1.298660328,0.094844213
FACIT_YOUNT_2021_clinic10,X5,-2.007034793,0.093684894
FACIT_YOUNT_2021_clinic10,X6,0.443894762,0.121513144
FACIT_YOUNT_2021_clinic10,X7,-1.429519609,0.094244701
FACIT_YOUNT_2021_clinic10,X8,-0.147280007,0.108174677
FACIT_YOUNT_2021_clinic10,X9,0.700687466,0.128989619
FACIT_YOUNT_2021_clinic10,X10,1.550657461,0.162769131
FACIT_YOUNT_2021_clinic10,X11,-1.156119808,0.095699069
FACIT_YOUNT_2021_clinic10,X12,-0.588306459,0.101270999
FACIT_YOUNT_2021_clinic10,X13,2.786851941,0.246174345
FACIT_YOUNT_2021_clinic10,X14,-0.096740985,0.109122745
FACIT_YOUNT_2021_clinic10,X15,2.216610786,0.201565201
FACIT_YOUNT_2021_clinic10,X16,0.411971673,0.12065976
FACIT_YOUNT_2021_clinic10,X17,0.682493098,0.128422833
FACIT_YOUNT_2021_clinic10,X18,1.81093398,0.176442663
fictionexposure_wimmer,X1,1.124590118,0.378857237
fictionexposure_wimmer,X2,2.699637912,1.010170504
fictionexposure_wimmer,X3,0.72921746,0.307387907
fictionexposure_wimmer,X4,0.72921746,0.307387907
fictionexposure_wimmer,X5,0.867299316,0.329883054
fictionexposure_wimmer,X6,2.186914145,0.72127381
fictionexposure_wimmer,X7,0.16107059,0.236957823
fictionexposure_wimmer,X8,0.16107059,0.236957823
fictionexposure_wimmer,X9,2.186914145,0.72127381
fictionexposure_wimmer,X10,0.608943872,0.289694001
fictionexposure_wimmer,X11,-1.078960663,0.163489802
fictionexposure_wimmer,X12,-1.772805038,0.149979735
fictionexposure_wimmer,X13,-1.378273536,0.155920806
fictionexposure_wimmer,X14,-3.073029533,0.157935839
fictionexposure_wimmer,X15,-1.748407842,0.150226709
fictionexposure_wimmer,X16,-1.845414978,0.149333628
fictionexposure_wimmer,X17,-2.461297431,0.148983556
fictionexposure_wimmer,X18,-1.711605933,0.150628077
fictionexposure_wimmer,X19,0.452693937,0.269096386
fictionexposure_wimmer,X20,1.351514019,0.430918194
fictionexposure_wimmer,X21,0.945066796,0.343665971
fictionexposure_wimmer,X22,-1.094105986,0.163035672
fictionexposure_wimmer,X23,-0.576478629,0.183621797
fictionexposure_wimmer,X24,-0.93740941,0.168133477
fictionexposure_wimmer,X25,0.867299316,0.329883054
fictionexposure_wimmer,X26,0.72921746,0.307387907
fictionexposure_wimmer,X27,-1.953012208,0.14861664
fictionexposure_wimmer,X28,-0.493281821,0.188036035
fictionexposure_wimmer,X29,-1.323893746,0.157084997
fictionexposure_wimmer,X30,-0.18195326,0.207879119
fictionexposure_wimmer,X31,0.452693937,0.269096386
fictionexposure_wimmer,X32,-0.358567002,0.195946018
fictionexposure_wimmer,X33,-0.334760824,0.197447349
fictionexposure_wimmer,X34,1.124590118,0.378857237
fictionexposure_wimmer,X35,-2.655673843,0.150765736
fictionexposure_wimmer,X36,1.124590118,0.378857237
fictionexposure_wimmer,X37,-0.310518533,0.199009488
fictionexposure_wimmer,X38,1.124590118,0.378857237
fictionexposure_wimmer,X39,1.351514019,0.430918194
fictionexposure_wimmer,X40,2.186914145,0.72127381
fictionexposure_wimmer,X41,2.699637912,1.010170504
fictionexposure_wimmer,X42,0.945066796,0.343665971
fictionexposure_wimmer,X43,2.699637912,1.010170504
fictionexposure_wimmer,X44,1.351514019,0.430918194
fictionexposure_wimmer,X45,1.882925516,0.594342149
fictionexposure_wimmer,X46,1.493131297,0.468292263
fictionexposure_wimmer,X47,1.230495966,0.402028123
fictionexposure_wimmer,X48,2.186914145,0.72127381
fictionexposure_wimmer,X49,2.186914145,0.72127381
fictionexposure_wimmer,X50,2.186914145,0.72127381
fictionexposure_wimmer,X51,1.882925516,0.594342149
fictionexposure_wimmer,X52,2.186914145,0.72127381
fictionexposure_wimmer,X53,0.667174485,0.298050239
fictionexposure_wimmer,X54,1.351514019,0.430918194
fictionexposure_wimmer,X55,2.699637912,1.010170504
fictionexposure_wimmer,X56,1.882925516,0.594342149
fictionexposure_wimmer,X57,1.351514019,0.430918194
fictionexposure_wimmer,X58,2.699637912,1.010170504
fictionexposure_wimmer,X59,1.882925516,0.594342149
fictionexposure_wimmer,X60,1.230495966,0.402028123
fictionexposure_wimmer,X61,1.124590118,0.378857237
fictionexposure_wimmer,X62,1.664532946,0.519223159
fictionexposure_wimmer,X63,1.030254108,0.359754554
fictionexposure_wimmer,X64,2.186914145,0.72127381
fictionexposure_wimmer,X65,2.699637912,1.010170504
fictionexposure_wimmer,X66,1.882925516,0.594342149
fictionexposure_wimmer,X67,2.186914145,0.72127381
fictionexposure_wimmer,X68,1.493131297,0.468292263
fictionexposure_wimmer,X69,2.699637912,1.010170504
fictionexposure_wimmer,X70,2.699637912,1.010170504
fictionexposure_wimmer,X71,1.664532946,0.519223159
fictionexposure_wimmer,X72,1.882925516,0.594342149
fictionexposure_wimmer,X73,1.664532946,0.519223159
fictionexposure_wimmer,X74,-1.784965114,0.149862283
fictionexposure_wimmer,X75,0.16107059,0.236957823
fictionexposure_wimmer,X76,-1.226013893,0.159410171
fictionexposure_wimmer,X77,-0.12658108,0.212017435
fictionexposure_wimmer,X78,1.030254108,0.359754554
fictionexposure_wimmer,X79,-0.358567002,0.195946018
fictionexposure_wimmer,X80,-0.953644823,0.167563175
fictionexposure_wimmer,X81,-0.985712975,0.166465962
fictionexposure_wimmer,X82,-1.561432321,0.152633957
fictionexposure_wimmer,X83,-0.154580564,0.20990004
fictionexposure_wimmer,X84,1.230495966,0.402028123
fictionexposure_wimmer,X85,-0.12658108,0.212017435
fictionexposure_wimmer,X86,-2.200800082,0.148028151
fictionexposure_wimmer,X87,0.72921746,0.307387907
fictionexposure_wimmer,X88,0.667174485,0.298050239
fictionexposure_wimmer,X89,1.664532946,0.519223159
fictionexposure_wimmer,X90,1.230495966,0.402028123
fictionexposure_wimmer,X91,1.493131297,0.468292263
fictionexposure_wimmer,X92,-0.535470664,0.185754445
fictionexposure_wimmer,X93,-0.854051005,0.171222773
fictionexposure_wimmer,X94,-0.493281821,0.188036035
fictionexposure_wimmer,X95,-3.858146814,0.187176903
fictionexposure_wimmer,X96,0.667174485,0.298050239
fictionexposure_wimmer,X97,2.186914145,0.72127381
fictionexposure_wimmer,X98,-0.18195326,0.207879119
fictionexposure_wimmer,X99,0.125251282,0.233514234
fictionexposure_wimmer,X100,-2.295038432,0.148187365
fictionexposure_wimmer,X101,1.664532946,0.519223159
fictionexposure_wimmer,X102,2.186914145,0.72127381
fictionexposure_wimmer,X103,1.664532946,0.519223159
fictionexposure_wimmer,X104,-0.234951808,0.20410076
fictionexposure_wimmer,X105,0.502067168,0.275329038
fictionexposure_wimmer,X106,-0.635968338,0.180672376
fictionexposure_wimmer,X107,-1.182870385,0.160532173
fictionexposure_wimmer,X108,0.452693937,0.269096386
fictionexposure_wimmer,X109,1.882925516,0.594342149
fictionexposure_wimmer,X110,-1.941120192,0.148681954
fictionexposure_wimmer,X111,-1.574154551,0.152440608
fictionexposure_wimmer,X112,0.090559071,0.230275333
fictionexposure_wimmer,X113,-3.967911578,0.193419458
fictionexposure_wimmer,X114,-0.038434285,0.219026049
fictionexposure_wimmer,X115,1.230495966,0.402028123
fictionexposure_wimmer,X116,0.72921746,0.307387907
fictionexposure_wimmer,X117,0.554040565,0.282161706
fictionexposure_wimmer,X118,0.667174485,0.298050239
fictionexposure_wimmer,X119,1.351514019,0.430918194
fictionexposure_wimmer,X120,1.230495966,0.402028123
fictionexposure_wimmer,X121,0.452693937,0.269096386
fictionexposure_wimmer,X122,1.493131297,0.468292263
fictionexposure_wimmer,X123,1.230495966,0.402028123
fictionexposure_wimmer,X124,0.554040565,0.282161706
fictionexposure_wimmer,X125,0.72921746,0.307387907
fictionexposure_wimmer,X126,-1.523005359,0.153244947
fictionexposure_wimmer,X127,-3.534742643,0.172172761
fictionexposure_wimmer,X128,-0.12658108,0.212017435
fictionexposure_wimmer,X129,0.276254588,0.248747137
fictionexposure_wimmer,X130,1.124590118,0.378857237
fictionexposure_wimmer,X131,-0.208733217,0.205948032
fictionexposure_wimmer,X132,0.360683419,0.258122105
fictionexposure_wimmer,X133,-1.063707459,0.163955301
fictionexposure_wimmer,X134,-0.038434285,0.219026049
fictionexposure_wimmer,X135,-1.711605933,0.150628077
fictionexposure_wimmer,X136,-0.260638007,0.202331831
fictionexposure_wimmer,X137,0.317611153,0.25325892
fictionexposure_wimmer,X138,-2.106668978,0.148079215
fictionexposure_wimmer,X139,-0.871028533,0.170571316
fictionexposure_wimmer,X140,-1.211718071,0.159775234
fictionexposure_wimmer,X141,0.452693937,0.269096386
fictionexposure_wimmer,X142,-0.556116466,0.18467041
fictionexposure_wimmer,X143,-0.007521502,0.221611428
fictionexposure_wimmer,X144,-3.369345506,0.166203422
fictionexposure_wimmer,X145,-1.048343336,0.164432513
fictionexposure_wimmer,X146,-0.310518533,0.199009488
fictionexposure_wimmer,X147,-3.517530195,0.171501874
fictionexposure_wimmer,X148,-2.545589015,0.14964184
fictionexposure_wimmer,X149,-1.797100681,0.149748793
fictionexposure_wimmer,X150,-1.736168934,0.150356327
fictionexposure_wimmer,X151,0.502067168,0.275329038
fictionexposure_wimmer,X152,1.030254108,0.359754554
fictionexposure_wimmer,X153,0.608943872,0.289694001
fictionexposure_wimmer,X154,-1.624640552,0.151716544
fictionexposure_wimmer,X155,-0.038434285,0.219026049
fictionexposure_wimmer,X156,-0.730347879,0.176328948
fictionexposure_wimmer,X157,0.405644182,0.263382883
fictionexposure_wimmer,X158,1.351514019,0.430918194
fictionexposure_wimmer,X159,-0.260638007,0.202331831
fictionexposure_wimmer,X160,0.236463714,0.244547727
fictionexposure_wimmer,X161,1.030254108,0.359754554
fictionexposure_wimmer,X162,0.317611153,0.25325892
fictionexposure_wimmer,X163,0.608943872,0.289694001
fictionexposure_wimmer,X164,-1.168313903,0.160924527
fictionexposure_wimmer,X165,-0.766617043,0.17476484
fictionexposure_wimmer,X166,0.795673526,0.317909941
fictionexposure_wimmer,X167,-1.337587228,0.156783418
fictionexposure_wimmer,X168,-0.514529812,0.186875683
fictionexposure_wimmer,X169,-1.032865144,0.1649218
fictionexposure_wimmer,X170,-1.548667508,0.152832404
fictionexposure_wimmer,X171,-1.941120192,0.148681954
fictionexposure_wimmer,X172,1.124590118,0.378857237
fictionexposure_wimmer,X173,0.198107455,0.240627455
fictionexposure_wimmer,X174,-1.337587228,0.156783418
fictionexposure_wimmer,X175,-0.819602982,0.172580488
fictionexposure_wimmer,X176,-3.587402849,0.1743005
fictionexposure_wimmer,X177,-3.045283608,0.157305996
fictionexposure_wimmer,X178,0.608943872,0.289694001
fictionexposure_wimmer,X179,-0.535470664,0.185754444
fictionexposure_wimmer,X180,-2.271449301,0.148127765
fictionexposure_wimmer,X181,-1.699279972,0.150770315
fictionexposure_wimmer,X182,-0.836910887,0.17189227
fictionexposure_wimmer,X183,1.230495966,0.402028123
fictionexposure_wimmer,X184,0.502067168,0.275329038
fictionexposure_wimmer,X185,-1.711605933,0.150628077
fictionexposure_wimmer,X186,-2.990607772,0.156132147
fictionexposure_wimmer,X187,-2.545589015,0.14964184
fictionexposure_wimmer,X188,0.608943872,0.289694001
fictionexposure_wimmer,X189,-2.106668978,0.148079215
fictionexposure_wimmer,X190,-0.953644823,0.167563175
fictionexposure_wimmer,X191,1.230495966,0.402028123
fictionexposure_wimmer,X192,-2.73042323,0.1517037
fictionexposure_wimmer,X193,-2.910438896,0.154568035
fictionexposure_wimmer,X194,0.16107059,0.236957823
fictionexposure_wimmer,X195,-1.226013893,0.159410171
fictionexposure_wimmer,X196,-2.78098306,0.152420381
fictionexposure_wimmer,X197,-2.024111853,0.148297529
fictionexposure_wimmer,X198,-2.497301435,0.149243533
fims_tam,X1,-1.517613002,0.039428112
fims_tam,X2,-1.629620009,0.040315884
fims_tam,X3,0.69978549,0.035853209
fims_tam,X4,0.42030725,0.034957062
fims_tam,X5,1.170516083,0.03830045
fims_tam,X6,-0.62001542,0.034980504
fims_tam,X7,1.553653368,0.041256174
fims_tam,X8,-1.438258114,0.038847904
fims_tam,X9,1.320275986,0.039345841
fims_tam,X10,1.695277889,0.042593668
fims_tam,X11,-1.048191524,0.036545337
fims_tam,X12,-2.096760035,0.044968296
fims_tam,X13,-0.404875942,0.034545817
fims_tam,X14,1.89551798,0.044732708
frac20,X1,0.013336421,0.15540147
frac20,X2,0.521963734,0.157207686
frac20,X3,0.208432142,0.155469714
frac20,X4,-0.681359407,0.163009267
frac20,X5,0.838911771,0.161515235
frac20,X6,-0.65292717,0.162372742
frac20,X7,0.284350377,0.15570107
frac20,X8,-0.555638433,0.160451391
frac20,X9,0.347951199,0.155984488
frac20,X10,0.227377939,0.155516711
frac20,X11,0.783143312,0.16052344
frac20,X12,-0.137988494,0.155899099
frac20,X13,0.489426272,0.156925931
frac20,X14,0.069920289,0.155342257
frac20,X15,0.025912523,0.155382579
frac20,X16,-0.163340805,0.156034089
frac20,X17,-0.947094539,0.170857993
frac20,X18,0.463510756,0.156719676
frac20,X19,-0.753908095,0.164798942
frac20,X20,-0.381979792,0.157904743
g308_sirt,X1,-0.581846504,0.12155288
g308_sirt,X2,-1.585446407,0.17192297
g308_sirt,X3,-1.331144561,0.153816751
g308_sirt,X4,-0.333687626,0.115715542
g308_sirt,X5,-0.186204845,0.113084034
g308_sirt,X6,-0.691357554,0.124764027
g308_sirt,X7,-0.588486588,0.12173578
g308_sirt,X8,0.402081937,0.107740199
g308_sirt,X9,-1.39197422,0.157735136
g308_sirt,X10,0.607389223,0.107600344
g308_sirt,X11,-0.035601384,0.110969563
g308_sirt,X12,-0.077915456,0.111508
g308_sirt,X13,-1.600903758,0.173179156
g308_sirt,X14,0.254374237,0.108371922
g308_sirt,X15,1.34033489,0.114237845
g308_sirt,X16,1.398591116,0.115286699
g308_sirt,X17,1.488691759,0.117079487
g308_sirt,X18,1.708045455,0.122370429
g308_sirt,X19,0.563357578,0.107558777
g308_sirt,X20,0.641702709,0.107659778
GART_Grolig_2020,X1,-2.34822335,0.306013912
GART_Grolig_2020,X2,-0.118980479,0.271463718
GART_Grolig_2020,X3,2.177528894,0.618266083
GART_Grolig_2020,X4,2.952026972,1.024672427
GART_Grolig_2020,X5,0.23263289,0.285927624
GART_Grolig_2020,X6,-0.504032875,0.262576808
GART_Grolig_2020,X7,-2.745352186,0.344031396
GART_Grolig_2020,X8,2.952026972,1.024672427
GART_Grolig_2020,X9,-2.251599667,0.299008522
GART_Grolig_2020,X10,1.966096923,0.546334369
GART_Grolig_2020,X11,2.952026972,1.024672427
GART_Grolig_2020,X12,1.966096923,0.546334369
GART_Grolig_2020,X13,-1.988841095,0.283562299
GART_Grolig_2020,X14,-0.227508896,0.268300702
GART_Grolig_2020,X15,2.468167544,0.74123594
GART_Grolig_2020,X16,2.952026972,1.024672427
GART_Grolig_2020,X17,-0.402108514,0.264317776
GART_Grolig_2020,X18,2.952026972,1.024672427
GART_Grolig_2020,X19,-1.36352329,0.263348634
GART_Grolig_2020,X20,2.468167544,0.74123594
GART_Grolig_2020,X21,-3.133268299,0.39950769
GART_Grolig_2020,X22,1.657650066,0.463085195
GART_Grolig_2020,X23,-2.160021877,0.293057034
GART_Grolig_2020,X24,-0.604416041,0.261257944
GART_Grolig_2020,X25,0.454097503,0.299014315
GART_Grolig_2020,X26,-2.681065373,0.336745599
GART_Grolig_2020,X27,-0.262994681,0.267384176
GART_Grolig_2020,X28,1.798116997,0.498101916
GART_Grolig_2020,X29,-1.063926651,0.259959664
GART_Grolig_2020,X30,-2.619828395,0.33024252
GART_Grolig_2020,X31,-0.191694966,0.269283544
GART_Grolig_2020,X32,-1.536224903,0.266984557
GART_Grolig_2020,X33,-1.19584703,0.261019901
GART_Grolig_2020,X34,0.19105053,0.283842736
GART_Grolig_2020,X35,0.454097503,0.299014315
GART_Grolig_2020,X36,2.177528894,0.618266083
GART_Grolig_2020,X37,-2.39875185,0.309994128
GART_Grolig_2020,X38,-0.867619895,0.259575815
GART_Grolig_2020,X39,1.966096923,0.546334369
GART_Grolig_2020,X40,-0.504032875,0.262576808
GART_Grolig_2020,X41,1.966096923,0.546334369
GART_Grolig_2020,X42,1.966096923,0.546334369
GART_Grolig_2020,X43,-0.262994681,0.267384176
GART_Grolig_2020,X44,-1.868637342,0.278041734
GART_Grolig_2020,X45,-0.998387993,0.259675011
GART_Grolig_2020,X46,-0.637607506,0.260905705
GART_Grolig_2020,X47,2.468167544,0.74123594
GART_Grolig_2020,X48,-0.262994681,0.267384176
GART_Grolig_2020,X49,-1.988841095,0.283562299
GART_Grolig_2020,X50,0.110058893,0.280088126
GART_Grolig_2020,X51,-1.063926651,0.259959664
GART_Grolig_2020,X52,2.468167544,0.74123594
GART_Grolig_2020,X53,-0.298175913,0.266530555
GART_Grolig_2020,X54,-2.34822335,0.306013912
GART_Grolig_2020,X55,2.468167544,0.74123594
GART_Grolig_2020,X56,2.468167544,0.74123594
GART_Grolig_2020,X57,0.454097503,0.299014315
GART_Grolig_2020,X58,0.275019691,0.288167808
GART_Grolig_2020,X59,-0.769407275,0.259908259
GART_Grolig_2020,X60,-1.19584703,0.261019901
GART_Grolig_2020,X61,-0.67068851,0.260595394
GART_Grolig_2020,X62,-1.295974292,0.262274018
GART_Grolig_2020,X63,0.03161775,0.276816798
GART_Grolig_2020,X64,-1.19584703,0.261019901
GART_Grolig_2020,X65,-2.505067199,0.319130584
GART_Grolig_2020,X66,-1.36352329,0.263348634
GART_Grolig_2020,X67,0.454097503,0.299014315
GART_Grolig_2020,X68,-0.436282097,0.263687824
GART_Grolig_2020,X69,0.763245686,0.323898349
GART_Grolig_2020,X70,-0.298175913,0.266530555
geiser_tam,X1,-0.639264907,0.109344617
geiser_tam,X2,0.913193645,0.137360368
geiser_tam,X3,2.08028682,0.198341425
geiser_tam,X4,1.603200149,0.167580035
geiser_tam,X5,-1.997124941,0.117336697
geiser_tam,X6,-0.871842649,0.108647194
geiser_tam,X7,0.167548889,0.11834805
geiser_tam,X8,0.019331564,0.115882874
geiser_tam,X9,0.453871834,0.124265585
geiser_tam,X10,-0.278219764,0.112068681
geiser_tam,X11,-0.239806036,0.112479141
geiser_tam,X12,-0.278219764,0.112068681
geiser_tam,X13,0.267005587,0.12022561
geiser_tam,X14,0.189342694,0.118743817
geiser_tam,X15,0.657199847,0.129474336
geiser_tam,X16,0.809532061,0.133978459
geiser_tam,X17,0.5531618,0.126698875
geiser_tam,X18,-2.050812305,0.118304754
geiser_tam,X19,-1.35499421,0.10983606
geiser_tam,X20,-0.161933698,0.113384633
geiser_tam,X21,-0.171748852,0.113265043
geiser_tam,X22,-0.969568023,0.10859849
geiser_tam,X23,-0.621195247,0.109433148
geiser_tam,X24,1.921055507,0.187004866
gilbert_meta_1,X1,-0.988893202,0.041114514
gilbert_meta_1,X2,-0.070283289,0.037679723
gilbert_meta_1,X3,0.25838527,0.037659529
gilbert_meta_1,X4,0.714134183,0.038590949
gilbert_meta_1,X5,0.265762402,0.037727457
gilbert_meta_1,X6,0.193601372,0.03770395
gilbert_meta_1,X7,-0.501364108,0.038749245
gilbert_meta_1,X8,-0.340215296,0.038274839
gilbert_meta_1,X9,0.389671779,0.037909237
gilbert_meta_1,X10,-0.192677911,0.037994734
gilbert_meta_1,X11,0.062920474,0.03678025
gilbert_meta_1,X12,-0.449906417,0.037607822
gilbert_meta_1,X13,-0.149072944,0.036981972
gilbert_meta_1,X14,0.461306353,0.037166889
gilbert_meta_1,X15,-0.463781046,0.037694376
gilbert_meta_1,X16,-0.256248574,0.037207743
gilbert_meta_1,X17,-0.36724527,0.037481627
gilbert_meta_1,X18,-0.1963755,0.037153442
gilbert_meta_1,X19,0.116815567,0.036947201
gilbert_meta_1,X20,-0.285538727,0.037373659
gilbert_meta_1,X21,-0.584898991,0.038497897
gilbert_meta_1,X22,0.170991655,0.037214147
gilbert_meta_1,X23,1.204550969,0.040555865
gilbert_meta_1,X24,-0.247023046,0.03756361
gilbert_meta_1,X25,0.037442018,0.037256234
gilbert_meta_1,X26,0.67302898,0.038074284
gilbert_meta_1,X27,0.564842505,0.037792232
gilbert_meta_1,X28,0.030250381,0.037297829
gilbert_meta_1,X29,-0.718014848,0.039233778
gilbert_meta_1,X30,0.667835262,0.038131559
gilbert_meta_11,X1,0.229697813,0.048996411
gilbert_meta_11,X2,-0.574907822,0.048297135
gilbert_meta_11,X3,1.631351519,0.061236781
gilbert_meta_11,X4,0.506415556,0.050231966
gilbert_meta_11,X5,-0.005114051,0.048365852
gilbert_meta_11,X6,-1.946270202,0.057134557
gilbert_meta_11,X7,0.889386271,0.052787295
gilbert_meta_11,X8,-1.166438656,0.050436058
gilbert_meta_11,X9,-1.605336036,0.053608869
gilbert_meta_11,X10,0.166233216,0.048790556
gilbert_meta_11,X11,1.721885603,0.062632478
gilbert_meta_11,X12,1.350359049,0.057442191
gilbert_meta_11,X13,-0.341333655,0.048231688
gilbert_meta_11,X14,1.055327676,0.054323553
gilbert_meta_11,X15,-1.006709597,0.049827953
gilbert_meta_11,X16,0.938402408,0.053276723
gilbert_meta_11,X17,0.375946505,0.049686289
gilbert_meta_11,X18,1.132175312,0.055066119
gilbert_meta_11,X19,-0.558511132,0.048436228
gilbert_meta_11,X20,0.91857157,0.053110096
gilbert_meta_11,X21,-0.710827429,0.048768487
gilbert_meta_11,X22,-0.332099757,0.048238493
gilbert_meta_11,X23,-1.156938696,0.050592059
gilbert_meta_11,X24,-1.511265465,0.053036899
gilbert_meta_12,X1,-0.410659785,0.054093817
gilbert_meta_12,X2,0.4572743,0.050364506
gilbert_meta_12,X3,-0.544033422,0.055264751
gilbert_meta_12,X4,-0.897029879,0.059101674
gilbert_meta_12,X5,-0.441388629,0.054340513
gilbert_meta_12,X6,-0.495462964,0.054795358
gilbert_meta_12,X7,0.031871629,0.051433129
gilbert_meta_12,X8,0.078651559,0.051244643
gilbert_meta_12,X9,-0.801345222,0.057893763
gilbert_meta_12,X10,1.742711849,0.055783429
gilbert_meta_12,X11,-0.837781416,0.05836756
gilbert_meta_12,X12,0.527616657,0.050314923
gilbert_meta_12,X13,-0.892369614,0.060856977
gilbert_meta_12,X14,-0.282132371,0.054832565
gilbert_meta_12,X15,1.560267458,0.055979949
gilbert_meta_12,X16,-0.77141909,0.059373566
gilbert_meta_12,X17,-0.29404966,0.054904436
gilbert_meta_12,X18,0.432454508,0.051979091
gilbert_meta_12,X19,0.161236515,0.052570295
gilbert_meta_12,X20,0.957409127,0.052489058
gilbert_meta_12,X21,-0.672500538,0.058263439
gilbert_meta_12,X22,0.311386026,0.052178778
gilbert_meta_12,X23,0.070800346,0.052906378
gilbert_meta_12,X24,1.008492615,0.052663177
gilbert_meta_15,X1,1.929801151,0.048982089
gilbert_meta_15,X2,2.222308662,0.052465577
gilbert_meta_15,X3,-2.229425289,0.066131203
gilbert_meta_15,X4,-1.656050161,0.055674642
gilbert_meta_15,X5,-1.633247624,0.055331111
gilbert_meta_15,X6,-1.152884981,0.049199161
gilbert_meta_15,X7,-0.130808217,0.042140492
gilbert_meta_15,X8,1.743082402,0.047140966
gilbert_meta_15,X9,-0.116786522,0.042093707
gilbert_meta_15,X10,1.02401058,0.042485421
gilbert_meta_16,X1,-1.994058263,0.051884112
gilbert_meta_16,X2,-2.402276815,0.059658109
gilbert_meta_16,X3,-0.90709794,0.041946453
gilbert_meta_16,X4,0.32260579,0.040040001
gilbert_meta_16,X5,-0.258722969,0.039820934
gilbert_meta_16,X6,-1.304482703,0.044612607
gilbert_meta_16,X7,-0.321987052,0.03991634
gilbert_meta_16,X8,-0.195449665,0.039524454
gilbert_meta_16,X9,-1.413731315,0.045829819
gilbert_meta_16,X10,-0.070546158,0.039675288
gilbert_meta_16,X11,0.957087787,0.042448109
gilbert_meta_16,X12,-0.55898777,0.040678972
gilbert_meta_16,X13,-0.405110168,0.04007751
gilbert_meta_16,X14,2.419959284,0.062282142
gilbert_meta_16,X15,0.269142829,0.039936471
gilbert_meta_16,X16,1.256849338,0.044916726
gilbert_meta_16,X17,3.176420462,0.084745628
gilbert_meta_16,X18,1.021066579,0.043088014
gilbert_meta_16,X19,0.53961226,0.040640859
gilbert_meta_16,X20,-0.525220792,0.040383036
gilbert_meta_16,X21,0.026541726,0.039680785
gilbert_meta_16,X22,1.443969837,0.046705696
gilbert_meta_16,X23,-0.967811914,0.042281967
gilbert_meta_16,X24,-0.12191627,0.039694585
gilbert_meta_16,X25,-0.491535034,0.040052196
gilbert_meta_16,X26,-1.398001405,0.045686235
gilbert_meta_16,X27,-0.932413915,0.041819719
gilbert_meta_16,X28,-2.310967819,0.057921237
gilbert_meta_16,X29,0.864718249,0.042114166
gilbert_meta_16,X30,0.684170911,0.04478173
gilbert_meta_16,X31,-0.493727933,0.043837152
gilbert_meta_16,X32,0.762462388,0.045196061
gilbert_meta_16,X33,0.370714306,0.043585094
gilbert_meta_16,X34,-0.207720873,0.043188977
gilbert_meta_16,X35,-0.244688861,0.043241084
gilbert_meta_16,X36,-0.110927819,0.043096556
gilbert_meta_16,X37,0.803819495,0.045434425
gilbert_meta_16,X38,0.800738247,0.045416195
gilbert_meta_16,X39,-0.354992436,0.043452131
gilbert_meta_16,X40,-0.831878486,0.045354546
gilbert_meta_16,X41,-0.586656448,0.044170945
gilbert_meta_16,X42,-0.006320919,0.043068073
gilbert_meta_16,X43,-0.233723989,0.043224657
gilbert_meta_16,X44,-0.142230259,0.043119489
gilbert_meta_16,X45,-0.095970143,0.043087942
gilbert_meta_16,X46,-0.622875279,0.044317828
gilbert_meta_16,X47,1.263875333,0.049067225
gilbert_meta_16,X48,1.098736371,0.047546136
gilbert_meta_16,X49,-0.164032642,0.043139388
gilbert_meta_16,X50,-0.019899394,0.043067584
gilbert_meta_16,X51,-0.76191419,0.044971041
gilbert_meta_16,X52,1.117664115,0.047707569
gilbert_meta_16,X53,0.556210481,0.040699032
gilbert_meta_16,X54,0.306644807,0.040007282
gilbert_meta_16,X55,1.87771133,0.057256616
gilbert_meta_16,X56,1.044490535,0.047101385
gilbert_meta_16,X57,1.331305082,0.049763973
gilbert_meta_16,X58,0.334488205,0.043492656
gilbert_meta_16,X59,1.516904786,0.051924285
gilbert_meta_16,X60,-0.247431675,0.043245322
gilbert_meta_16,X61,-0.064715222,0.043074835
gilbert_meta_16,X62,0.381898726,0.043615508
gilbert_meta_16,X63,0.379100874,0.043607817
gilbert_meta_16,X64,0.462702098,0.040180258
gilbert_meta_16,X65,0.5109895,0.040733816
